"STATION","NAME","DATE","AWND","TAVG","TMAX","TMIN"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-16",,,"77","53"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-17",,,"81","62"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-18",,,"82","63"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-19",,,"83","58"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-20",,,"81","66"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-21",,,"84","60"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-22",,,"83","54"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-23",,,"86","51"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-24",,,"89","56"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-25",,,"90","61"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-26",,,"92","62"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-27",,,"89","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-28",,,"90","68"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-29",,,"92","67"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-30",,,"95","65"
"USW00073801","NORTHPORT 2 S, AL US","2016-05-31",,,"94","67"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-01",,,"94","66"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-02",,,"94","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-03",,,"95","68"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-04",,,"88","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-05",,,"88","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-06",,,"89","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-07",,,"93","64"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-08",,,"88","61"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-09",,,"90","59"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-10",,,"93","62"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-11",,,"96","69"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-12",,,"95","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-13",,,"97","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-14",,,"89","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-15",,,"88","69"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-16",,,"95","68"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-17",,,"94","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-18",,,"86","68"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-19",,,"90","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-20",,,"89","64"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-21",,,"91","66"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-22",,,"92","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-23",,,"92","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-24",,,"94","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-25",,,"97","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-26",,,"96","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-27",,,"95","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-28",,,"87","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-29",,,"94","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-06-30",,,"92","65"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-01",,,"95","60"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-02",,,"98","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-03",,,"96","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-04",,,"95","77"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-05",,,"90","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-06",,,"94","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-07",,,"95","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-08",,,"97","75"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-09",,,"96","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-10",,,"94","69"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-11",,,"92","68"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-12",,,"89","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-13",,,"93","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-14",,,"95","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-15",,,"89","69"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-16",,,"93","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-17",,,"92","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-18",,,"93","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-19",,,"91","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-20",,,"96","76"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-21",,,"97","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-22",,,"94","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-23",,,"92","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-24",,,"95","76"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-25",,,"96","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-26",,,"96","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-27",,,"91","76"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-28",,,"89","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-29",,,"90","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-30",,,"95","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-07-31",,,"93","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-01",,,"97","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-02",,,"98","75"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-03",,,"96","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-04",,,"99","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-05",,,"98","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-06",,,"98","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-07",,,"95","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-08",,,"95","75"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-09",,,"91","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-10",,,"90","77"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-11",,,"89","78"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-12",,,"87","76"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-13",,,"89","75"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-14",,,"92","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-15",,,"92","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-16",,,"93","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-17",,,"93","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-18",,,"93","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-19",,,"88","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-20",,,"89","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-21",,,"89","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-22",,,"90","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-23",,,"92","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-24",,,"94","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-25",,,"94","75"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-26",,,"96","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-27",,,"96","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-28",,,"95","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-29",,,"96","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-30",,,"97","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-08-31",,,"98","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-01",,,"98","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-02",,,"93","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-03",,,"91","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-04",,,"95","74"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-05",,,"96","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-06",,,"94","66"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-07",,,"97","67"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-08",,,"96","67"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-09",,,"95","65"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-10",,,"97","68"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-11",,,"91","71"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-12",,,"94","69"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-13",,,"93","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-14",,,"96","69"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-15",,,"99","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-16",,,"97","70"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-17",,,"86","73"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-18",,,"90","72"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-19",,,"92","69"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-20",,,"94","65"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-21",,,"97","66"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-22",,,"93","66"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-23",,,"99","68"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-24",,,"99","67"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-25",,,"100","69"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-26",,,"97","69"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-27",,,"89","63"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-28",,,"89","54"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-29",,,"79","56"
"USW00073801","NORTHPORT 2 S, AL US","2016-09-30",,,"79","49"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-01",,,"82","51"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-02",,,"86","56"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-03",,,"89","54"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-04",,,"92","58"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-05",,,"92","62"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-06",,,"92","61"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-07",,,"92","58"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-08",,,"87","57"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-09",,,"86","51"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-10",,,"83","53"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-11",,,"83","48"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-12",,,"83","48"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-13",,,"89","51"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-14",,,"88","56"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-15",,,"85","57"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-16",,,"83","63"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-17",,,"90","60"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-18",,,"91","67"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-19",,,"92","67"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-20",,,"91","62"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-21",,,"73","49"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-22",,,"73","41"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-23",,,"80","40"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-24",,,"82","45"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-25",,,"87","47"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-26",,,"85","50"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-27",,,"85","60"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-28",,,"88","56"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-29",,,"87","54"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-30",,,"89","53"
"USW00073801","NORTHPORT 2 S, AL US","2016-10-31",,,"89","54"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-01",,,"90","54"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-02",,,"87","57"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-03",,,"87","55"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-04",,,"82","57"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-05",,,"78","45"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-06",,,"75","49"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-07",,,"81","47"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-08",,,"75","51"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-09",,,"72","52"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-10",,,"73","37"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-11",,,"69","37"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-12",,,"71","44"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-13",,,"69","38"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-14",,,"71","39"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-15",,,"69","40"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-16",,,"76","47"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-17",,,"82","40"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-18",,,"78","42"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-19",,,"64","38"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-20",,,"59","26"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-21",,,"65","27"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-22",,,"71","29"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-23",,,"74","39"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-24",,,"74","46"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-25",,,"64","41"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-26",,,"63","32"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-27",,,"60","26"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-28",,,"75","54"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-29",,,"75","53"
"USW00073801","NORTHPORT 2 S, AL US","2016-11-30",,,"74","42"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-01",,,"60","34"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-02",,,"65","31"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-03",,,"53","43"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-04",,,"55","46"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-05",,,"57","52"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-06",,,"60","50"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-07",,,"53","44"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-08",,,"49","33"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-09",,,"44","26"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-10",,,"51","24"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-11",,,"63","26"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-12",,,"63","50"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-13",,,"66","52"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-14",,,"59","41"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-15",,,"46","31"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-16",,,"59","27"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-17",,,"76","58"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-18",,,"73","30"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-19",,,"41","27"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-20",,,"52","34"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-21",,,"57","33"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-22",,,"66","46"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-23",,,"69","34"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-24",,,"74","56"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-25",,,"81","54"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-26",,,"74","57"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-27",,,"71","53"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-28",,,"67","51"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-29",,,"68","38"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-30",,,"55","29"
"USW00073801","NORTHPORT 2 S, AL US","2016-12-31",,,"56","35"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-01",,,"65","56"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-02",,,"65","60"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-03",,,"66","53"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-04",,,"56","33"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-05",,,"52","31"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-06",,,"37","26"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-07",,,"34","19"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-08",,,"35","14"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-09",,,"52","20"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-10",,,"65","46"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-11",,,"74","60"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-12",,,"77","63"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-13",,,"78","54"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-14",,,"76","48"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-15",,,"77","46"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-16",,,"75","50"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-17",,,"79","62"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-18",,,"67","57"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-19",,,"66","57"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-20",,,"75","56"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-21",,,"70","56"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-22",,,"63","50"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-23",,,"63","43"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-24",,,"63","35"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-25",,,"73","42"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-26",,,"61","39"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-27",,,"46","31"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-28",,,"57","27"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-29",,,"59","32"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-30",,,"64","29"
"USW00073801","NORTHPORT 2 S, AL US","2017-01-31",,,"76","41"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-01",,,"74","50"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-02",,,"57","44"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-03",,,"54","33"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-04",,,"57","28"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-05",,,"50","44"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-06",,,"66","50"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-07",,,"62","55"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-08",,,"76","50"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-09",,,"53","35"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-10",,,"69","32"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-11",,,"73","56"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-12",,,"77","58"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-13",,,"66","40"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-14",,,"69","37"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-15",,,"65","42"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-16",,,"63","30"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-17",,,"68","32"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-18",,,"64","50"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-19",,,"76","46"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-20",,,"78","48"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-21",,,"65","59"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-22",,,"71","55"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-23",,,"75","53"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-24",,,"80","54"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-25",,,"68","38"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-26",,,"67","29"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-27",,,"60","46"
"USW00073801","NORTHPORT 2 S, AL US","2017-02-28",,,"76","57"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-01",,,"80","53"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-02",,,"61","37"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-03",,,"64","31"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-04",,,"68","31"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-05",,,"65","44"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-06",,,"76","58"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-07",,,"70","52"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-08",,,"71","40"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-09",,,"78","41"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-10",,,"75","50"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-11",,,"51","39"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-12",,,"59","37"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-13",,,"48","43"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-14",,,"45","34"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-15",,,"48","28"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-16",,,"52","28"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-17",,,"70","43"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-18",,,"78","49"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-19",,,"73","39"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-20",,,"84","47"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-21",,,"88","58"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-22",,,"74","54"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-23",,,"80","46"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-24",,,"76","64"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-25",,,"76","59"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-26",,,"78","59"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-27",,,"83","63"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-28",,,"81","65"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-29",,,"83","63"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-30",,,"78","63"
"USW00073801","NORTHPORT 2 S, AL US","2017-03-31",,,"76","51"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-01",,,"81","46"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-02",,,"84","49"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-03",,,"76","58"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-04",,,"83","53"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-05",,,"85","56"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-06",,,"65","48"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-07",,,"68","41"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-08",,,"73","37"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-09",,,"78","43"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-10",,,"78","50"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-11",,,"79","56"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-12",,,"83","59"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-13",,,"85","55"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-14",,,"85","58"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-15",,,"83","57"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-16",,,"82","58"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-17",,,"83","60"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-18",,,"84","61"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-19",,,"86","58"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-20",,,"86","59"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-21",,,"86","62"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-22",,,"84","60"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-23",,,"64","51"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-24",,,"73","52"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-25",,,"79","49"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-26",,,"81","57"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-27",,,"77","59"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-28",,,"87","58"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-29",,,"86","71"
"USW00073801","NORTHPORT 2 S, AL US","2017-04-30",,,"79","66"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-01",,,"78","51"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-02",,,"81","48"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-03",,,"83","54"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-04",,,"66","50"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-05",,,"61","48"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-06",,,"78","42"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-07",,,"78","50"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-08",,,"82","48"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-09",,,"87","53"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-10",,,"87","60"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-11",,,"83","61"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-12",,,"80","63"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-13",,,"76","58"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-14",,,"83","52"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-15",,,"86","55"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-16",,,"91","58"
"USW00073801","NORTHPORT 2 S, AL US","2017-05-17",,,"89","63"
